date,scanner,min,max,err,pixels,minf,maxf,errf,updated_at
2018-01-03,H155,34590,36762,6.09,76,35706,35750,0.12,'2018-01-04 12:38:43.775061'
2018-01-03,K211,-1,-1,-0,-1,-1,-1,-0,'2018-01-04 14:30:43.514804'
2018-01-03,K212,-1,-1,-0,-1,-1,-1,-0,'2018-01-04 14:30:43.551112'
2018-01-03,H171,35492,36076,1.63,21,35712,35751,0.11,'2018-01-04 14:33:41.323037'
2018-01-03,H173,35419,36237,2.28,28,35728,35744,0.04,'2018-01-04 14:33:41.334744'
2018-01-03,H175,34029,37018,8.41,56,35732,35783,0.14,'2018-01-04 14:33:41.339002'
2018-01-03,H177,35311,36209,2.51,37,35752,35770,0.05,'2018-01-04 14:33:41.343006'
2018-01-03,H176,35483,35983,1.4,16,35741,35764,0.06,'2018-01-04 14:33:41.347187'
2018-01-03,H174,35397,36168,2.15,55,35708,35756,0.13,'2018-01-04 14:33:41.350984'
2018-01-03,K220,35201,36254,2.95,5,35702,35723,0.06,'2018-01-04 15:05:06.660002'
2018-01-03,K221,35328,36131,2.25,3,35719,35738,0.05,'2018-01-04 15:05:06.665072'
2016-07-02,K112,34842,36268,4.01,-1,35524,35543,0.05,?
2016-07-02,K113,35054,35996,2.65,-1,35544,35562,0.05,?
2017-12-03,K112,34828,36261,4.03,-1,35524,35543,0.05,?
2017-12-03,K113,35069,35994,2.6,-1,35543,35561,0.05,?
2018-01-02,H143,33716,37740,11.26,-1,35730,35764,0.1,'2018-01-04 21:54:29.46938'
2018-01-03,H143,33716,37740,11.26,-1,35730,35764,0.1,'2018-01-04 22:01:03.425167'
2017-05-01,K210,35343,36134,2.21,49,35709,35725,0.04,?
2017-05-01,K209,34895,36113,3.43,27,35515,35537,0.06,?
2017-05-01,K172,35028,35896,2.45,24,35527,35548,0.06,?
2017-06-02,K150,35049,36499,4.05,23,35706,35725,0.05,?
2017-06-02,K173,35005,36351,3.77,68,35704,35733,0.08,?
2017-06-02,K147,35317,35801,1.36,62,35559,35570,0.03,?
2017-06-02,K149,35230,36052,2.31,43,35713,35736,0.06,?
2017-06-02,K167,34829,36517,4.73,57,35672,35694,0.06,?
2018-01-02,H128,35214,36200,2.76,143,35724,35737,0.04,'2018-01-04 23:58:40.682098'
2018-01-02,H129,35481,35913,1.21,58,35689,35743,0.15,'2018-01-04 23:58:40.68733'
2018-01-02,H130,35186,36120,2.62,-1,35707,35741,0.1,'2018-01-04 23:58:40.702909'
2018-01-02,H127,35294,36047,2.11,161,35722,35747,0.07,'2018-01-04 23:58:40.723189'
2016-12-02,K210,35338,36134,2.23,51,35710,35730,0.06,?
2016-12-02,K209,-1,-1,-0,-1,-1,-1,-0,?
2016-12-02,K172,35030,35898,2.45,25,35526,35545,0.05,?
2018-01-03,H128,35249,36166,2.57,146,35720,35745,0.07,'2018-01-05 00:28:28.615776'
2018-01-03,H129,35512,35912,1.12,71,35689,35743,0.15,'2018-01-05 00:28:28.628425'
2018-01-03,H130,35186,36120,2.62,-1,35707,35741,0.1,'2018-01-05 00:28:28.632374'
2018-01-03,H127,35293,36040,2.09,164,35722,35747,0.07,'2018-01-05 00:28:28.636339'
2018-01-03,K172,35041,35924,2.49,25,35531,35549,0.05,'2018-01-05 00:39:19.585492'
2018-01-03,K208,35441,35925,1.36,40,35699,35706,0.02,'2018-01-05 00:39:19.592223'
2018-01-03,K210,35336,36140,2.25,53,35706,35719,0.04,'2018-01-05 00:39:19.59818'
2018-01-03,K209,34717,36328,4.54,23,35520,35533,0.04,'2018-01-05 00:39:19.617502'
2018-01-04,K115,35246,35822,1.62,31,35539,35553,0.04,'2018-01-05 10:59:06.724698'
2018-01-04,K121,35358,36025,1.87,34,35717,35734,0.05,'2018-01-05 10:59:06.734272'
2018-01-04,K168,35156,35970,2.29,34,35539,35568,0.08,'2018-01-05 10:59:06.738429'
2018-01-04,K114,35153,36115,2.7,18,35716,35737,0.06,'2018-01-05 10:59:06.742549'
2018-01-04,K171,35205,36144,2.63,39,35714,35738,0.07,'2018-01-05 10:59:06.746601'
2018-01-04,H161,35146,36385,3.46,7,35735,35761,0.07,'2018-01-05 11:14:48.492822'
2018-01-04,H162,35346,36162,2.28,47,35739,35776,0.1,'2018-01-05 11:14:48.509314'
2018-01-04,H163,34990,36500,4.22,52,35721,35755,0.1,'2018-01-05 11:14:48.518965'
2018-01-04,K169,34888,36201,3.69,49,35563,35574,0.03,'2018-01-05 11:18:51.422628'
2018-01-04,K120,35074,35934,2.42,41,35527,35542,0.04,'2018-01-05 11:18:51.436138'
2018-01-04,K141,35371,36055,1.92,31,35671,35706,0.1,'2018-01-05 11:18:51.440126'
2018-01-04,H171,35504,36102,1.67,21,35701,35767,0.18,'2018-01-05 13:29:13.609981'
2018-01-04,H173,35452,36050,1.67,11,35727,35743,0.04,'2018-01-05 13:29:13.615473'
2018-01-04,H175,34045,37025,8.39,40,35739,35776,0.1,'2018-01-05 13:29:13.637004'
2018-01-04,H177,35314,36209,2.5,37,35751,35772,0.06,'2018-01-05 13:29:13.640932'
2018-01-04,H176,35484,35982,1.39,17,35742,35761,0.05,'2018-01-05 13:29:13.644618'
2018-01-04,H174,35407,36130,2.02,47,35717,35751,0.1,'2018-01-05 13:29:13.648468'
2018-01-04,K211,-1,-1,-0,-1,-1,-1,-0,'2018-01-05 13:35:08.421989'
2018-01-04,K212,-1,-1,-0,-1,-1,-1,-0,'2018-01-05 13:35:08.42759'
2018-01-04,K220,35200,36257,2.96,5,35702,35723,0.06,'2018-01-05 14:24:53.774201'
2018-01-04,K221,35325,36137,2.27,3,35718,35738,0.06,'2018-01-05 14:24:53.782243'
2018-01-04,H150,34998,36356,3.81,28,35744,35769,0.07,'2018-01-05 16:49:38.694772'
2018-01-04,H148,35423,36138,2,57,35748,35769,0.06,'2018-01-05 16:49:38.712699'
2018-01-04,H131,35352,35996,1.81,9,35699,35734,0.1,'2018-01-05 16:49:38.716735'
2018-01-04,H132,34897,36548,4.62,41,35707,35754,0.13,'2018-01-05 16:49:38.72056'
2018-01-04,H133,34737,36591,5.2,63,35697,35715,0.05,'2018-01-05 16:49:38.725561'
2018-01-04,H149,34192,36685,7.03,24,35739,35785,0.13,'2018-01-05 16:49:38.74466'
2018-01-04,H134,35461,36178,2,47,35731,35765,0.1,'2018-01-05 17:10:03.713648'
2018-01-04,H135,34015,37412,9.51,45,35714,35738,0.07,'2018-01-05 17:10:03.721337'
2018-01-04,H138,35364,36078,2,60,35741,35771,0.08,'2018-01-05 17:10:03.725109'
2018-01-04,H139,35161,36307,3.21,83,35738,35765,0.08,'2018-01-05 17:10:03.729288'
2016-08-04,K150,34963,36501,4.3,28,35708,35724,0.04,?
2016-08-04,K173,34999,36352,3.79,74,35705,35733,0.08,?
2016-08-04,K147,35317,35801,1.36,66,35560,35570,0.03,?
2016-08-04,K149,35232,36045,2.28,43,35712,35737,0.07,?
2016-08-04,K167,34842,36484,4.6,40,35667,35698,0.09,?
2016-08-04,K150,34963,36501,4.3,28,35708,35724,0.04,?
2016-08-04,K173,34999,36352,3.79,74,35705,35733,0.08,?
2016-08-04,K147,35317,35801,1.36,66,35560,35570,0.03,?
2016-08-04,K149,35232,36045,2.28,43,35712,35737,0.07,?
2016-08-04,K167,34842,36484,4.6,40,35667,35698,0.09,?
2018-01-04,H142,35010,36303,3.63,94,35702,35788,0.24,'2018-01-05 23:41:23.734783'
2018-01-04,H147,35071,36235,3.26,70,35710,35780,0.2,'2018-01-05 23:41:23.740499'
2018-01-04,H152,34221,36671,6.91,14,35709,35778,0.19,'2018-01-05 23:41:23.744525'
2018-01-04,H153,35191,36196,2.82,31,35708,35767,0.17,'2018-01-05 23:41:23.748646'
2018-01-04,H154,34612,36560,5.47,100,35727,35789,0.17,'2018-01-05 23:41:23.75249'
2018-01-04,H151,35350,36059,1.99,13,35736,35791,0.15,'2018-01-05 23:41:23.756475'
2018-01-04,H157,34196,37119,8.2,146,35729,35777,0.13,'2018-01-05 23:41:23.76015'
2018-01-04,H156,35108,36321,3.4,38,35731,35789,0.16,'2018-01-05 23:41:23.76378'
2018-01-04,H155,34602,36741,6,76,35691,35763,0.2,'2018-01-05 23:41:23.767489'
2016-08-04,K150,34963,36501,4.3,28,35708,35724,0.04,?
2016-08-04,K173,34999,36352,3.79,74,35705,35733,0.08,?
2016-08-04,K147,35317,35801,1.36,66,35560,35570,0.03,?
2016-08-04,K149,35232,36045,2.28,43,35712,35737,0.07,?
2016-08-04,K167,34842,36484,4.6,40,35667,35698,0.09,?
2018-01-04,H128,35266,36164,2.51,146,35722,35742,0.06,'2018-01-06 02:41:47.037522'
2018-01-04,H129,35294,36045,2.11,27,35691,35744,0.15,'2018-01-06 02:41:47.043016'
2018-01-04,H130,35186,36120,2.62,-1,35707,35741,0.1,'2018-01-06 02:41:47.054386'
2018-01-04,H127,35299,36083,2.2,164,35723,35747,0.07,'2018-01-06 02:41:47.058618'
2016-09-04,K208,35431,35888,1.28,39,35699,35707,0.02,?
2016-09-04,K210,35388,36080,1.94,43,35711,35723,0.03,?
2016-09-04,K209,34492,36542,5.77,22,35518,35531,0.04,?
2016-09-04,K172,34968,36145,3.31,20,35527,35549,0.06,?
2016-11-05,K121,35363,36019,1.84,36,35717,35735,0.05,?
2016-11-05,K168,35156,35970,2.29,38,35540,35567,0.08,?
2016-11-05,K115,35244,35821,1.62,32,35542,35554,0.03,?
2016-11-05,K114,35160,36103,2.65,13,35712,35737,0.07,?
2016-11-05,K171,35207,36147,2.63,42,35714,35737,0.06,?
2018-01-05,K218,35419,35941,1.46,12,35688,35690,0.01,'2018-01-06 16:26:25.713416'
2018-01-05,K219,35440,35960,1.46,6,35682,35687,0.01,'2018-01-06 16:26:25.727163'
2017-07-05,K120,35074,35934,2.42,42,35527,35542,0.04,?
2017-07-05,K141,35375,36055,1.9,32,35672,35707,0.1,?
2017-07-05,K169,34890,36198,3.68,38,35561,35574,0.04,?
2018-01-05,H161,35125,36385,3.52,8,35737,35757,0.06,'2018-01-06 20:38:08.70838'
2018-01-05,H162,35396,36046,1.82,21,35743,35775,0.09,'2018-01-06 20:38:08.718934'
2018-01-05,H163,34998,36479,4.14,54,35720,35755,0.1,'2018-01-06 20:38:08.722994'
2018-01-06,K115,35244,35823,1.63,34,35541,35552,0.03,'2018-01-07 12:06:23.3535'
2018-01-06,K121,35357,36018,1.85,37,35720,35738,0.05,'2018-01-07 12:06:23.362227'
2018-01-06,K168,35158,35971,2.29,40,35542,35569,0.08,'2018-01-07 12:06:23.366181'
2018-01-06,K114,35153,36111,2.69,18,35715,35735,0.06,'2018-01-07 12:06:23.370242'
2018-01-06,K171,35205,36141,2.62,33,35718,35743,0.07,'2018-01-07 12:06:23.374147'
2018-01-06,H161,35117,36383,3.54,13,35736,35757,0.06,'2018-01-07 20:29:25.941658'
2018-01-06,H162,35386,36058,1.88,28,35739,35774,0.1,'2018-01-07 20:29:25.947057'
2018-01-06,H163,34936,36492,4.36,55,35711,35761,0.14,'2018-01-07 20:29:25.951099'
2018-01-06,K169,34892,36190,3.65,42,35563,35573,0.03,'2018-01-07 20:52:03.789596'
2018-01-06,K120,35088,35921,2.35,43,35526,35543,0.05,'2018-01-07 20:52:03.803795'
2018-01-06,K141,35374,36052,1.9,33,35672,35707,0.1,'2018-01-07 20:52:03.839323'
2018-01-04,K239,35240,36262,2.86,21,35719,35728,0.03,'2018-01-07 23:23:49.540807'
2018-01-04,K238,35147,36363,3.4,6,35714,35717,0.01,'2018-01-07 23:23:49.549172'
2018-01-04,K250,35361,36037,1.89,17,35701,35708,0.02,'2018-01-07 23:23:49.552833'
2018-01-04,K237,35151,36277,3.15,12,35715,35719,0.01,'2018-01-07 23:23:49.55648'
2018-01-05,K239,35240,36262,2.86,18,35721,35729,0.02,'2018-01-08 01:11:35.700593'
2018-01-05,K238,35148,36365,3.4,6,35705,35717,0.03,'2018-01-08 01:11:35.706036'
2018-01-05,K250,35359,36039,1.9,17,35706,35711,0.01,'2018-01-08 01:11:35.717084'
2018-01-05,K237,35151,36277,3.15,12,35715,35719,0.01,'2018-01-08 01:11:35.721079'
2018-01-06,K239,35240,36262,2.86,18,35721,35729,0.02,'2018-01-08 02:04:58.348507'
2018-01-06,K238,35148,36365,3.4,6,35705,35717,0.03,'2018-01-08 02:04:58.365712'
2018-01-06,K250,35359,36039,1.9,17,35706,35711,0.01,'2018-01-08 02:04:58.369662'
2018-01-06,K237,35151,36277,3.15,12,35715,35719,0.01,'2018-01-08 02:04:58.373213'
2018-01-06,H171,35472,36088,1.72,23,35709,35762,0.15,'2018-01-08 02:15:16.888432'
2018-01-06,H173,35489,36090,1.68,15,35726,35748,0.06,'2018-01-08 02:15:16.918468'
2018-01-06,H175,34048,37025,8.38,46,35738,35772,0.1,'2018-01-08 02:15:16.921944'
2018-01-06,H177,35305,36197,2.5,39,35751,35768,0.05,'2018-01-08 02:15:16.933351'
2018-01-06,H176,35436,36015,1.62,12,35746,35757,0.03,'2018-01-08 02:15:16.937118'
2018-01-06,H174,35395,36143,2.09,47,35701,35759,0.16,'2018-01-08 02:15:16.940576'
2018-01-07,K239,35240,36262,2.86,18,35721,35729,0.02,'2018-01-08 02:46:18.573585'
2018-01-07,K238,35148,36365,3.4,6,35705,35717,0.03,'2018-01-08 02:46:18.579498'
2018-01-07,K250,35359,36039,1.9,17,35706,35711,0.01,'2018-01-08 02:46:18.583484'
2018-01-07,K237,35153,36274,3.14,11,35715,35719,0.01,'2018-01-08 02:46:18.587537'
2018-01-07,K169,34892,36188,3.65,46,35563,35573,0.03,'2018-01-08 11:22:32.095211'
2018-01-07,K120,35071,35929,2.42,43,35527,35542,0.04,'2018-01-08 11:22:32.105699'
2018-01-07,K141,35375,36049,1.89,35,35672,35708,0.1,'2018-01-08 11:22:32.109594'
2018-01-07,K115,35245,35821,1.62,35,35541,35554,0.04,'2018-01-08 11:36:23.534981'
2018-01-07,K121,35313,36254,2.63,23,35717,35734,0.05,'2018-01-08 11:36:23.540202'
2018-01-07,K168,35158,35971,2.29,42,35539,35567,0.08,'2018-01-08 11:36:23.543683'
2018-01-07,K114,35150,36112,2.7,20,35715,35735,0.06,'2018-01-08 11:36:23.547239'
2018-01-07,K171,35205,36143,2.63,45,35714,35737,0.06,'2018-01-08 11:36:23.550721'
2018-01-07,H161,35119,36402,3.59,13,35741,35752,0.03,'2018-01-08 11:39:10.56002'
2018-01-07,H162,35393,36049,1.84,28,35743,35771,0.08,'2018-01-08 11:39:10.572272'
2018-01-07,H163,34970,36473,4.21,55,35721,35754,0.09,'2018-01-08 11:39:10.576169'
2017-12-07,K211,-1,-1,-0,-1,-1,-1,-0,?
2017-12-07,K212,-1,-1,-0,-1,-1,-1,-0,?
2018-01-07,K220,35117,36350,3.45,7,35703,35724,0.06,'2018-01-08 14:36:39.251509'
2018-01-07,K221,35312,36146,2.33,3,35718,35737,0.05,'2018-01-08 14:36:39.257164'
2018-01-08,K239,35242,36259,2.84,19,35719,35727,0.02,'2018-01-08 23:58:44.003849'
2018-01-08,K238,35170,36158,2.77,6,35716,35718,0.01,'2018-01-08 23:58:44.008964'
2018-01-08,K250,35405,36009,1.69,17,35702,35708,0.02,'2018-01-08 23:58:44.073982'
2018-01-08,K237,35154,36275,3.14,11,35714,35718,0.01,'2018-01-08 23:58:44.077844'
2018-01-05,K167,34773,36646,5.25,44,35672,35696,0.07,'2018-01-09 00:03:07.574635'
2018-01-05,K147,35319,35794,1.34,38,35560,35570,0.03,'2018-01-09 00:03:07.588349'
2018-01-05,K150,34959,36508,4.33,32,35707,35723,0.04,'2018-01-09 00:03:07.593497'
2018-01-05,K173,35015,36370,3.8,77,35706,35732,0.07,'2018-01-09 00:03:07.597607'
2018-01-05,K149,35232,36045,2.28,43,35712,35737,0.07,'2018-01-09 00:03:07.618506'
2018-01-05,K147,35319,35794,1.34,38,35560,35570,0.03,'2018-01-09 00:18:31.51013'
2018-01-05,K150,34959,36508,4.33,32,35707,35723,0.04,'2018-01-09 00:18:31.515536'
2018-01-05,K173,35015,36370,3.8,77,35706,35732,0.07,'2018-01-09 00:18:31.52023'
2018-01-05,K167,34773,36646,5.25,44,35672,35696,0.07,'2018-01-09 00:18:31.490932'
2018-01-05,K149,35232,36045,2.28,43,35712,35737,0.07,'2018-01-09 00:18:31.539879'
2016-09-05,H129,35312,36029,2.01,35,35688,35747,0.17,?
2016-09-05,H130,35186,36120,2.62,-1,35707,35741,0.1,?
2016-09-05,H128,35250,36170,2.58,146,35719,35746,0.08,?
2016-09-05,H127,35301,36100,2.24,165,35722,35748,0.07,?
2017-06-05,K208,35441,35889,1.26,41,35698,35709,0.03,?
2017-06-05,K210,35383,36068,1.92,44,35713,35725,0.03,?
2017-06-05,K209,34537,36496,5.52,23,35513,35542,0.08,?
2017-06-05,K172,34958,36154,3.36,21,35532,35550,0.05,?
2017-06-06,K150,34960,36494,4.29,32,35709,35724,0.04,?
2017-06-06,K173,35015,36370,3.8,77,35706,35732,0.07,?
2017-06-06,K147,35320,35800,1.35,38,35560,35571,0.03,?
2017-06-06,K149,35232,36045,2.28,43,35712,35737,0.07,?
2017-06-06,K167,34773,36646,5.25,44,35672,35696,0.07,?
2017-07-06,H129,35318,36026,1.98,44,35689,35745,0.16,?
2017-07-06,H130,35186,36120,2.62,-1,35707,35741,0.1,?
2017-07-06,H128,35255,36174,2.57,146,35722,35742,0.06,?
2017-07-06,H127,35294,36120,2.31,168,35722,35747,0.07,?
2018-01-06,K172,34958,36154,3.36,21,35532,35550,0.05,'2018-01-09 01:04:04.600762'
2018-01-06,K208,35441,35889,1.26,41,35698,35709,0.03,'2018-01-09 01:04:04.611576'
2018-01-06,K210,35383,36068,1.92,44,35713,35725,0.03,'2018-01-09 01:04:04.615386'
2018-01-06,K209,34537,36496,5.52,23,35513,35542,0.08,'2018-01-09 01:04:04.622819'
2016-11-07,K150,34962,36508,4.33,33,35709,35724,0.04,?
2016-11-07,K173,35029,36384,3.79,77,35706,35734,0.08,?
2016-11-07,K147,35318,35800,1.36,41,35558,35571,0.04,?
2016-11-07,K149,35232,36045,2.28,43,35712,35737,0.07,?
2016-11-07,K167,34790,36643,5.19,41,35671,35695,0.07,?
2016-09-07,H129,35327,36021,1.95,49,35690,35744,0.15,?
2016-09-07,H130,35186,36120,2.62,-1,35707,35741,0.1,?
2016-09-07,H128,35265,36165,2.52,146,35723,35744,0.06,?
2016-09-07,H127,35282,36106,2.31,168,35720,35748,0.08,?
2018-01-07,K172,34958,36151,3.36,21,35529,35553,0.07,'2018-01-09 01:45:13.177762'
2018-01-07,K208,35431,35887,1.28,43,35696,35708,0.03,'2018-01-09 01:45:13.184505'
2018-01-07,K210,35377,36069,1.94,44,35712,35726,0.04,'2018-01-09 01:45:13.198162'
2018-01-07,K209,34529,36504,5.56,26,35517,35532,0.04,'2018-01-09 01:45:13.204393'
2017-11-08,K121,35318,36257,2.62,30,35716,35735,0.05,?
2017-11-08,K168,35158,35971,2.29,42,35540,35567,0.08,?
2017-11-08,K115,35255,35816,1.58,35,35541,35553,0.03,?
2017-11-08,K114,35152,36107,2.68,22,35714,35736,0.06,?
2017-11-08,K171,35206,36142,2.62,47,35713,35738,0.07,?
2018-01-08,H161,35105,36398,3.62,14,35740,35752,0.03,'2018-01-09 11:21:51.624517'
2018-01-08,H162,35388,36050,1.85,29,35741,35772,0.09,'2018-01-09 11:21:51.645538'
2018-01-08,H163,34934,36523,4.45,57,35703,35774,0.2,'2018-01-09 11:21:51.649889'
2018-01-08,K169,34885,36189,3.67,49,35560,35574,0.04,'2018-01-09 11:26:32.442329'
2018-01-08,K120,35063,35927,2.43,44,35527,35542,0.04,'2018-01-09 11:26:32.459095'
2018-01-08,K141,35343,36058,2,27,35672,35707,0.1,'2018-01-09 11:26:32.462577'
2018-01-07,H142,34872,36421,4.35,94,35713,35779,0.18,'2018-01-09 11:57:49.017532'
2018-01-07,H147,35109,36273,3.26,74,35716,35769,0.15,'2018-01-09 11:57:49.030814'
2018-01-07,H152,34253,36675,6.83,19,35689,35800,0.31,'2018-01-09 11:57:49.039544'
2018-01-07,H153,35208,36180,2.72,35,35706,35767,0.17,'2018-01-09 11:57:49.043517'
2018-01-07,H154,34609,36593,5.57,106,35741,35781,0.11,'2018-01-09 11:57:49.048048'
2018-01-07,H151,35351,36058,1.98,17,35735,35790,0.15,'2018-01-09 11:57:49.052046'
2018-01-07,H157,34175,37088,8.18,149,35728,35785,0.16,'2018-01-09 11:57:49.055921'
2018-01-07,H156,35091,36357,3.54,49,35737,35781,0.12,'2018-01-09 11:57:49.059767'
2018-01-07,H155,34604,36770,6.07,77,35706,35750,0.12,'2018-01-09 11:57:49.063433'
2018-01-08,K211,-1,-1,-0,-1,-1,-1,-0,'2018-01-09 14:01:04.782942'
2018-01-08,K212,-1,-1,-0,-1,-1,-1,-0,'2018-01-09 14:01:04.788393'
2018-01-08,K220,35358,36376,2.84,9,35705,35713,0.02,'2018-01-09 14:41:10.076814'
2018-01-08,K221,35317,36142,2.31,4,35716,35736,0.06,'2018-01-09 14:41:10.090139'
2018-01-08,K218,35379,36033,1.83,13,35687,35692,0.01,'2018-01-09 17:07:35.524257'
2018-01-08,K219,35388,35957,1.6,6,35685,35687,0.01,'2018-01-09 17:07:35.529099'
2018-01-08,H171,35491,36053,1.57,28,35714,35755,0.11,'2018-01-09 18:08:39.672481'
2018-01-08,H175,34047,37023,8.37,46,35740,35774,0.1,'2018-01-09 18:08:39.706789'
2018-01-08,H173,-1,-1,-0,-1,-1,-1,-0,'2018-01-09 18:08:39.702511'
2018-01-08,H177,35319,36208,2.49,30,35748,35774,0.07,'2018-01-09 18:08:39.710894'
2018-01-08,H176,35440,36014,1.61,16,35742,35764,0.06,'2018-01-09 18:08:39.714782'
2018-01-08,H174,35396,36142,2.09,50,35718,35753,0.1,'2018-01-09 18:08:39.733426'
2018-01-09,K239,35239,36259,2.85,21,35718,35727,0.03,'2018-01-09 22:57:37.6463'
2018-01-09,K238,35171,36158,2.77,6,35715,35718,0.01,'2018-01-09 22:57:37.657244'
2018-01-09,K250,35400,36009,1.71,17,35702,35708,0.02,'2018-01-09 22:57:37.661019'
2018-01-09,K237,35148,36280,3.17,11,35715,35719,0.01,'2018-01-09 22:57:37.664224'
2017-06-08,K150,34949,36520,4.4,35,35708,35723,0.04,?
2017-06-08,K173,35023,36385,3.81,81,35705,35733,0.08,?
2017-06-08,K147,35317,35796,1.35,43,35560,35570,0.03,?
2017-06-08,K149,35232,36045,2.28,43,35712,35737,0.07,?
2017-06-08,K167,34796,36640,5.16,44,35671,35695,0.07,?
2016-09-08,H129,35326,36028,1.97,54,35690,35744,0.15,?
2016-09-08,H130,35186,36120,2.62,-1,35707,35741,0.1,?
2016-09-08,H128,35258,36191,2.61,149,35721,35744,0.06,?
2016-09-08,H127,35284,36104,2.3,170,35723,35747,0.07,?
2018-01-08,K172,34963,36153,3.35,23,35527,35547,0.06,'2018-01-10 00:02:45.671982'
2018-01-08,K208,35427,35885,1.28,44,35698,35705,0.02,'2018-01-10 00:02:45.679532'
2018-01-08,K210,35382,36070,1.93,48,35713,35723,0.03,'2018-01-10 00:02:45.683372'
2018-01-08,K209,34320,36741,6.81,26,35519,35531,0.03,'2018-01-10 00:02:45.690981'
2017-12-09,K121,35321,36244,2.58,32,35716,35735,0.05,?
2017-12-09,K168,34798,35986,3.36,43,35539,35567,0.08,?
2017-12-09,K115,35249,35819,1.6,36,35541,35553,0.03,?
2017-12-09,K114,35153,36108,2.68,23,35715,35736,0.06,?
2017-12-09,K171,35320,36097,2.18,48,35713,35736,0.06,?
2018-01-09,H161,35140,36378,3.46,15,35732,35761,0.08,'2018-01-10 11:05:10.334903'
2018-01-09,H162,35392,36050,1.84,33,35742,35771,0.08,'2018-01-10 11:05:10.350191'
2018-01-09,H163,34928,36499,4.4,57,35689,35781,0.26,'2018-01-10 11:05:10.35444'
2018-01-09,K169,34890,36189,3.66,49,35563,35573,0.03,'2018-01-10 11:16:41.647528'
2018-01-09,K120,35074,35923,2.39,47,35527,35541,0.04,'2018-01-10 11:16:41.661623'
2018-01-09,K141,35352,36054,1.97,29,35672,35708,0.1,'2018-01-10 11:16:41.687224'
2018-01-09,H171,35495,36044,1.53,34,35719,35749,0.08,'2018-01-10 20:24:35.834399'
2018-01-09,H173,35199,36095,2.51,13,35732,35745,0.04,'2018-01-10 20:24:35.840034'
2018-01-09,H175,34035,37015,8.39,46,35732,35782,0.14,'2018-01-10 20:24:35.855523'
2018-01-09,H177,35322,36210,2.48,31,35746,35775,0.08,'2018-01-10 20:24:35.859809'
2018-01-09,H176,35438,36011,1.6,18,35748,35757,0.03,'2018-01-10 20:24:35.863597'
2018-01-09,H174,35396,36136,2.07,50,35717,35749,0.09,'2018-01-10 20:24:35.867598'
2018-01-10,K239,35239,36259,2.85,21,35719,35727,0.02,'2018-01-10 22:52:24.251542'
2018-01-10,K238,35175,36157,2.75,6,35717,35720,0.01,'2018-01-10 22:52:24.257324'
2018-01-10,K250,35398,36013,1.72,17,35702,35708,0.02,'2018-01-10 22:52:24.261285'
2018-01-10,K237,35322,35998,1.9,12,35711,35720,0.03,'2018-01-10 22:52:24.265258'
2018-01-09,K167,34792,36633,5.16,36,35669,35696,0.08,'2018-01-10 23:20:21.070346'
2018-01-09,K147,35323,35793,1.32,47,35559,35570,0.03,'2018-01-10 23:20:21.075462'
2018-01-09,K150,34958,36518,4.37,37,35709,35724,0.04,'2018-01-10 23:20:21.080846'
2018-01-09,K173,35008,36122,3.13,50,35705,35735,0.08,'2018-01-10 23:20:21.084764'
2018-01-09,K149,35255,36070,2.29,27,35712,35735,0.06,'2018-01-10 23:20:21.097238'
2018-01-09,H128,35250,36161,2.55,151,35720,35745,0.07,'2018-01-10 23:24:25.51081'
2018-01-09,H129,35470,35988,1.45,60,35688,35746,0.16,'2018-01-10 23:24:25.51634'
2018-01-09,H130,35186,36120,2.62,-1,35707,35741,0.1,'2018-01-10 23:24:25.520536'
2018-01-09,H127,35285,36020,2.06,170,35723,35746,0.06,'2018-01-10 23:24:25.524286'
2016-08-09,K208,35440,35919,1.34,46,35699,35706,0.02,?
2016-08-09,K210,35386,36075,1.93,50,35711,35722,0.03,?
2016-08-09,K209,34321,36741,6.81,27,35517,35532,0.04,?
2016-08-09,K172,34970,36149,3.32,24,35524,35550,0.07,?
2018-01-10,K115,35276,35831,1.56,36,35541,35552,0.03,'2018-01-11 10:52:44.89809'
2018-01-10,K121,35322,36244,2.58,32,35716,35734,0.05,'2018-01-11 10:52:44.911152'
2018-01-10,K168,34800,35986,3.35,45,35538,35567,0.08,'2018-01-11 10:52:44.914627'
2018-01-10,K114,35162,36102,2.64,23,35714,35735,0.06,'2018-01-11 10:52:44.918484'
2018-01-10,K171,35320,36096,2.17,49,35713,35738,0.07,'2018-01-11 10:52:44.921967'
2018-01-10,H161,35141,36387,3.48,8,35734,35760,0.07,'2018-01-11 11:07:58.239402'
2018-01-10,H162,35390,36046,1.84,37,35740,35775,0.1,'2018-01-11 11:07:58.244362'
2018-01-10,H163,35352,36206,2.39,42,35710,35767,0.16,'2018-01-11 11:07:58.248565'
2018-01-10,K169,34890,36190,3.66,49,35562,35573,0.03,'2018-01-11 11:10:57.455365'
2018-01-10,K120,35064,35930,2.44,49,35528,35542,0.04,'2018-01-11 11:10:57.469646'
2018-01-10,K141,35332,36064,2.05,30,35672,35709,0.1,'2018-01-11 11:10:57.500338'
2018-01-10,H171,35293,36127,2.34,18,35717,35755,0.11,'2018-01-11 12:34:26.896402'
2018-01-10,H173,35202,36091,2.49,15,35726,35748,0.06,'2018-01-11 12:34:26.901013'
2018-01-10,H175,34047,37024,8.38,46,35740,35771,0.09,'2018-01-11 12:34:26.904478'
